ID, time, distance, start_x, start_y, end_x, end_y, state 
0,301.809,111.464,176.364,392.672,67.644,404.719,0
1,856.938,180.292,202.264,305.852,249.003,185.032,0
2,339.812,169.465,308.744,680.888,311.862,818.307,0
3,95.2991,33.924,146.764,660.143,149.602,693.212,0
4,7,3.02022,603.198,811.794,606.212,812.054,0
5,909.925,253.532,485.858,439.588,605.618,527.332,1
6,51.6998,40.487,177.228,672.555,151.159,693.836,0
7,165.701,75.8617,562.248,782.831,611.49,756.281,0
8,18.5,7.66883,360.535,180.118,355.378,174.498,0
9,36.1,21.3579,260.058,203.659,252.236,184.109,0
10,294.509,117.277,365.973,200.914,351.209,175.278,0
11,452.118,178.716,527.329,177.611,648.402,190.878,0
12,91.2992,43.835,599.321,320.547,630.66,333.109,0
13,42.2999,31.7561,175.361,624.853,144.456,616.913,0
14,112.399,47.7833,115.22,399.661,67.5207,404.278,0
15,909.925,249.315,503.955,200.292,414.595,179.271,1
16,95.2991,27.9587,253.562,213.464,249.815,185.12,0
17,0,0,621.536,612.772,621.625,612.366,0
18,42.3999,15.9789,404.915,96.4033,405.512,78.1428,0
19,292.009,99.1329,168.288,534.019,139.944,611.06,0
20,430.717,156.882,299.655,636.793,144.29,617.394,0
21,202.403,79.8098,557.847,352.917,630.395,334.459,0
22,462.119,171.443,531.258,188.603,647.603,191.891,0
23,412.016,166.654,320.564,305.96,253.485,182.639,0
24,422.917,130.619,209.889,532.593,141.252,611.603,0
25,909.925,176.173,423.164,613.997,531.836,611.398,1
26,354.412,131.867,558.957,376.819,630.6,334.935,0
27,466.519,192.645,482.236,698.3,611.593,753.909,0
28,353.912,122.073,257.389,632.895,144.669,615.613,0
29,795.953,238.118,496.358,505.548,615.496,540.104,0
30,7.1,5.91005,605.919,752.248,611.366,754.368,0
31,69.1995,30.9761,572.31,832.479,602.399,833.096,0
32,909.925,190.04,510.94,653.921,551.523,625.058,1
33,113.199,64.4281,596.22,229.778,648.985,198.407,0
34,909.925,181.696,393.289,338.21,328.11,209.172,1
35,329.111,142.515,531.456,147.664,653.855,131.24,0
36,332.511,143.246,277.441,644.519,144.538,616.872,0
37,350.812,132.581,298.569,295.744,253.129,183.593,0
38,376.814,131.947,276.222,297.235,249.885,185.085,0
39,337.211,76.505,417.007,195.696,356.048,173.699,0
40,322.41,91.9097,439.351,179,356.1,173.538,0
41,875.733,202.625,476.17,399.089,630.465,333.53,0
42,346.712,137.641,204.268,562.487,141.194,611.563,0
43,306.91,106.715,546.922,123.811,653.705,129.267,0
44,103.799,57.1406,193.333,679.733,150.883,693.55,0
45,909.925,161.525,498.021,539.339,554.075,608.707,1
46,909.925,206.2,478.994,414.088,606.052,337.951,1
47,679.281,187.484,213.373,438.762,67.5765,405.882,0
48,42.3999,18.7961,151.972,674.273,149.82,693.177,0
49,323.111,91.3472,541.832,635.338,613.428,612.297,0
50,909.925,123.362,448.727,480.204,527.645,444.649,1
51,909.925,194.075,352.225,360.52,321.251,190.843,1
52,265.507,133.37,536.159,152.806,654.184,131.629,0
53,527.318,214.293,248.069,416.615,67.2819,403.921,0
54,308.81,137.868,265.274,657.145,144.124,617.755,0
55,752.263,211.528,243.776,426.354,67.6499,405.94,0
56,283.108,81.4529,583.226,187.694,648.045,190.999,0
